1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,,17,18,,,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55.0,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
Twisp River Middle 04,Methow,Middle Twisp River,yes,yes,yes,,yes,yes,2015,"7/16/2001, 8/16/2013",no,0.290354475,467.2811671,,,702.5178421,Twisp River Middle 04,,,Middle Twisp Reach Assessment,Reach 6,Twisp River,Twisp River Middle 04,multiple,16.19,18.12,103,NA,Adequate,NA,NA,At Risk,NA,4,38,55,3,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,93.0,NA,Unacceptable,NA,87.6,51.8,17.6,18.1,NA,NA,At Risk,NA,15,7.8,47,3.7,0,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,35.3,1% side-channel habitat. Two slow-moving side- channels with minimal LWM were identified in this reach.,At Risk,NA,0,0,63,NA,0,25,0,NA,NA,12,NA,At Risk,NA,40,0.62,"Human disturbance is located within approximately 40% of the riparian zone. 4.2% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",At Risk,NA,50,NA,NA,NA,NA,NA,Adequate,NA,"The bridge and approach fills at the upstream end impair floodplain inundation rates and patterns. On river-right at the downstream end, floodplain grading has impaired floodplain inundation patterns. Floodplains are relatively well-connected throughout the remainder of the reach.",Adequate,NA,"The bridge at the upstream end of the reach has some impact on bank migration, but overall, there are minimal impacts on bank stability and channel migration processes.",At Risk,NA,"There is vertical instability at the upstream bridge crossing, which creates a constriction that has resulted in channel incision. The remainder of the reach is near the natural range of vertical stability.",NA,Adequate,5,11,NA,79,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,2,Unacceptable,
Twisp River Middle 05,Methow,Middle Twisp River,yes,yes,yes,,yes,yes,2015,"7/16/2001, 8/16/2013",no,0.837361824,1347.605922,,,2027.782521,Twisp River Middle 05,,,Middle Twisp Reach Assessment,Reach 6,Twisp River,Twisp River Middle 05,multiple,16.19,18.12,103,NA,Adequate,NA,NA,At Risk,NA,4,38,55,3,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,93.0,NA,Unacceptable,NA,87.6,51.8,17.6,18.1,NA,NA,At Risk,NA,15,7.8,47,3.7,0,NA,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,35.3,1% side-channel habitat. Two slow-moving side- channels with minimal LWM were identified in this reach.,At Risk,NA,0,0,63,NA,0,25,0,NA,NA,12,NA,At Risk,NA,40,0.62,"Human disturbance is located within approximately 40% of the riparian zone. 4.2% of the 100 ft riparian buffer has been cleared. Disturbance includes roads and associated riprap, lawns, and houses.",At Risk,NA,50,NA,NA,NA,NA,NA,Adequate,NA,"The bridge and approach fills at the upstream end impair floodplain inundation rates and patterns. On river-right at the downstream end, floodplain grading has impaired floodplain inundation patterns. Floodplains are relatively well-connected throughout the remainder of the reach.",Adequate,NA,"The bridge at the upstream end of the reach has some impact on bank migration, but overall, there are minimal impacts on bank stability and channel migration processes.",At Risk,NA,"There is vertical instability at the upstream bridge crossing, which creates a constriction that has resulted in channel incision. The remainder of the reach is near the natural range of vertical stability.",NA,Adequate,4,12,NA,44,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,2,Unacceptable,
Entiat River Potato 06,Entiat,Entiat River-Potato Creek,yes,yes,yes,,yes,no,"2009, 2009",,no,1.803136588,2901.872853,,,4323.341492,Entiat River Potato 06,,,"Preston Reach Assessment, Stormy Reach Assessment",NA,NA,NA,NA,NA,NA,NA,NA,Adequate,NA,NA,Adequate,NA,25,50,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,75.0,NA,Adequate,NA,25,NA,NA,NA,NA,NA,Adequate,NA,NA,NA,NA,5.4,NA,3.9,NA,At Risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Human features have disconnected the river from its floodplain, historic channel paths, and constrain channel migration.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,At Risk,4,15,NA,13,39.474,2.122805,NA,73.43095,2.617925,83.17383,63.47496,8.201181,NA,At Risk,
Methow River West Fork 01,Methow,West Fork Methow River,yes,yes,yes,,yes,yes,2005,"8/5/2003, 8/18/2005",no,1.481343076,2383.99536,,,3602.942264,Methow River West Fork 01,,,Methow Level 2 Survey,2005Reach3 Methow River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7692,40,27.6923,NA,NA,10.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,60.8,NA,NA,NA,NA,106.5,51.08,23.22,NA,NA,NA,NA,76,23.53,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,NA,19,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Methow River West Fork 02,Methow,West Fork Methow River,yes,yes,yes,,no,yes,2005,"8/5/2003, 8/18/2005",no,1.775413602,2857.256943,,,4318.119311,Methow River West Fork 02,,,Methow Level 2 Survey,2005Reach3 Methow River,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7692,40,27.6923,NA,NA,10.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,60.8,NA,NA,NA,180.8,106.5,51.08,23.22,NA,NA,NA,NA,76,23.53,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,NA,10,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Methow River West Fork 03,Methow,West Fork Methow River,yes,yes,yes,,no,yes,2005,"8/5/2003, 8/18/2005",no,1.827808658,2941.57878,,,4445.201943,Methow River West Fork 03,,,Methow Level 2 Survey,"2005Reach4 Methow River,2005Reach5 Methow River",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,33.7857,25.92855,NA,NA,12.7143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.9,60.3,NA,NA,NA,200.465,118.43,61.555,20.48,NA,NA,NA,NA,33.5,32.83,NA,7.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11,NA,6,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Methow River West Fork 04,Methow,West Fork Methow River,no,no,yes,,no,yes,2005,"8/5/2003, 8/18/2005",no,0.283062472,455.5458012,,,688.2815345,Methow River West Fork 04,,,Methow Level 2 Survey,2003Reach6 Methow River,Methow River,Methow River West Fork 04,single,NA,NA,228,NA,NA,NA,NA,NA,NA,NA,18.8889,31.1111,29.3464,NA,NA,8.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3,50.0,NA,Data,NA,268.17,145.45,95.45,27.27,NA,NA,Data,NA,10,45.45,NA,9.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,34,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Middle Shaser Creek 01,Wenatchee,Upper Peshastin Creek,no,yes,no,,no,yes,2011,7/28/2011,no,0.424344491,682.9176266,,,1007.38903,Middle Shaser Creek 01,,,Wenatchee Ranger River District Survey,Middle Fork Shaser Creek Reach 1 2011,Middle Shaser Creek,Middle Shaser Creek 01,single,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,28.3,41.5,20.8,3.8,NA,20.8,69.8,NA,NA,NA,17.02,14.89,2.13,0,NA,NA,NA,NA,21,44.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7806,13.5448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,79,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mill Creek Nason 01,Wenatchee,Upper Nason Creek,no,no,yes,,no,no,,,no,0.320411709,515.6536929,,,767.2899546,Mill Creek Nason 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,NA,74,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mill Creek Peshastin 01,Wenatchee,Lower Peshastin Creek,yes,yes,yes,,no,no,,,no,0.077989389,125.512006,,,185.8666397,Mill Creek Peshastin 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13,NA,34,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,1,NA,
Mill Creek Peshastin 02,Wenatchee,Lower Peshastin Creek,no,no,no,review upper extent and which species (barrier to be removed this year). end at gradient break?,no,no,,,no,1.591423854,2561.153554,,,3787.775259,Mill Creek Peshastin 02,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,12,NA,55,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,1,NA,
Minnow Creek 01,Wenatchee,Chikamin Creek,yes,no,no,,no,no,,,no,0.243322285,391.590042,,,584.5711854,Minnow Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,NA,83,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,1,NA,
Minnow Creek 02,Wenatchee,Chikamin Creek,no,yes,no,,no,no,,,no,2.4186433,3892.436867,,,5811.905979,Minnow Creek 02,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,82,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,1,NA,
Mission Creek 01,Wenatchee,Mission Creek-Brender Creek,yes,yes,no,,no,no,,,yes,0.74506188,1199.063265,,,1775.742264,Mission Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,"Chlorpyrifos, Endosulfan",10,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mission Creek 02,Wenatchee,Mission Creek-Brender Creek,no,yes,no,,no,no,,,yes,0.749924255,1206.888514,,,1788.053171,Mission Creek 02,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,NA,5,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mission Creek 03,Wenatchee,Mission Creek-Brender Creek,no,yes,no,,no,no,,,yes,1.365327896,2197.286652,,,3253.59288,Mission Creek 03,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4C,NA,1,17,NA,2,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,2,NA,
Mission Creek 04,Wenatchee,Mission Creek-Brender Creek,no,yes,no,,no,no,,,yes,1.360003424,2188.717729,,,3239.579718,Mission Creek 04,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,5,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mission Creek 05,Wenatchee,Mission Creek-Brender Creek,no,yes,no,,no,no,,,yes,1.108311008,1783.657238,,,2640.053451,Mission Creek 05,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,16,NA,5,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mission Creek 06,Wenatchee,Mission Creek-Brender Creek,no,yes,no,,no,no,,,yes,1.578258146,2539.965358,,,3757.396196,Mission Creek 06,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,NA,14,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Mission Creek 07,Wenatchee,Mission Creek-Brender Creek,no,yes,no,,no,no,,,yes,0.850487007,1368.7289,,,1971.311683,Mission Creek 07,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,14,NA,56,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mission Creek 08,Wenatchee,East Fork Mission Creek,no,yes,no,,no,no,,,no,2.691977699,4332.326822,,,6406.402184,Mission Creek 08,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,NA,54,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mission Creek 09,Wenatchee,East Fork Mission Creek,no,yes,no,,no,no,,,no,1.721277269,2770.132786,,,4092.794523,Mission Creek 09,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,NA,79,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,4A,NA,
Mission Creek East Fork 01,Wenatchee,East Fork Mission Creek,no,yes,no,,no,no,,,no,4.050065769,6517.962082,,,9623.364435,Mission Creek East Fork 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,13,NA,55,1.711538,7.560078,50.49339,34.0603,0,82.98977,40.38495,17.72633,4A,NA,
Monument Creek 01,Methow,Lower Lost River,yes,yes,yes,,no,no,,,no,0.197953556,318.5760043,,,483.2526657,Monument Creek 01,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,NA,23,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Mud Creek 01,Entiat,Mud Creek,yes,yes,yes,,no,no,1997,9/23/1997,no,0.32132482,517.1232054,,,768.2058924,Mud Creek 01,,,Entiat Level 2 Survey,01-01 Mud Creek,Mud Creek,Mud Creek 01,single,NA,NA,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data,NA,0,0,0,0,NA,NA,Data,NA,24,20.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6364,15.7143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,<Null>,NA,<Null>,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Mud Creek 02,Entiat,Mud Creek,no,yes,no,review if reach should be extended here (or farther) for SH - need more data,no,no,1997,9/23/1997,no,0.817592477,1315.79018,,,1955.009055,Mud Creek 02,,,Entiat Level 2 Survey,01-02 Mud Creek,Mud Creek,Mud Creek 02,single,NA,NA,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data,NA,2.5,2.08,0.42,0,NA,NA,Data,NA,38,36.19,NA,6.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6389,13.5714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,13,NA,7,NA,NA,#N/A,NA,#N/A,#N/A,#N/A,#N/A,NA,NA,
Napeequa River 01,Wenatchee,Napeequa River,yes,yes,yes,,no,no,1996,8/26/1996,no,1.667008497,2682.795489,,,4003.259771,Napeequa River 01,,,Wenatchee Ranger River District Survey,01-01 Napeequa River,Napeequa River,Napeequa River 01,single,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data,NA,29.88,24.71,3.45,1.72,NA,NA,Data,NA,20,11.49,NA,11.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,40.9091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,11,NA,68,28.54,6.839434,33.89077,90.4244,0,77.90997,57.41277,3.2476,NA,NA,
